"gene_id"	"cons_50kb"	"cons_100kb"	"cons_200kb"	"cons_500kb"	"cons_1000kb"
"ENSG00000235878"	0.03222	0.04116	0.05464	0.03654	0.029008
"ENSG00000235931"	0.01066	0.01848	0.034935	0.063046	0.047255
"ENSG00000235942"	0.01316	0.01725	0.018255	0.016128	0.016207
"ENSG00000235978"	0.05176	0.04805	0.043435	0.047858	0.038902
"ENSG00000236027"	0.00822	0.00556	0.00402	0.041868	0.057571
"ENSG00000236029"	0.0247931685775851	0.0156572031122685	0.00923697275981206	0.00674699091585635	0.00338834341999704
"ENSG00000236032"	0.01588	0.01234	0.015025	0.021332	0.032935
"ENSG00000236104"	0.19374	0.14985	0.10877	0.110946	0.091111
"ENSG00000236279"	0.03184	0.05237	0.042525	0.0528063157894737	0.0470994871794872
"ENSG00000236287"	0.07558	0.09482	0.08366	0.058864	0.051402
"ENSG00000236294"	0.01406	0.0216	0.025795	0.017388	0.036429
"ENSG00000236311"	0.11004	0.09262	0.07478	0.120522	0.133723
"ENSG00000236320"	0.07298	0.05116	0.05298	0.048894	0.045508
"ENSG00000236334"	0.0684450684450684	0.0504206393718452	0.0311624311527684	0.07238	0.0466993115352475
"ENSG00000236338"	0.05178	0.03625	0.024305	0.026862	0.03125
"ENSG00000236398"	0.00934	0.01103	0.011785	0.043048	0.0420187448675014
"ENSG00000236609"	0.05428	0.0609	0.049865	0.04376	0.032127
"ENSG00000236624"	0.07224	0.05267	0.04633	0.06213	0.055659
"ENSG00000236637"	0.00524	0.00359	0.002515	0.021056	0.0343
"ENSG00000236669"	0.00852	0.01613	0.01525	0.0172	0.021539
"ENSG00000236699"	0.05014	0.04176	0.041825	0.032002	0.033879
"ENSG00000236761"	0.04434	0.03889	0.048715	0.046386	0.040493
"ENSG00000236882"	0.02844	0.06026	0.056495	0.047862	0.045344
"ENSG00000236939"	0.0117	0.01047	0.023115	0.02783	0.035658
"ENSG00000236980"	0.08458	0.04938	0.10931	0.091808	0.083
"ENSG00000236981"	0.04866	0.04156	0.03348	0.024534	0.031828
"ENSG00000237102"	0.2055	0.20688	0.173315	0.119582	0.104547
"ENSG00000237136"	0.03426	0.07129	0.0591	0.070932	0.05182
"ENSG00000237172"	0.14808	0.15534	0.141415	0.115832	0.098269
"ENSG00000237190"	0.05616	0.05752	0.04654	0.060782	0.062149
"ENSG00000237198"	0.07594	0.05668	0.0360776052072659	0.0311114285714286	0.0246129411764706
"ENSG00000237247"	0.00086	0.00081	0.014845	0.020568	0.0266547368421053
"ENSG00000237289"	0.22128	0.17256	0.19601	0.145654	0.104692
"ENSG00000237330"	0.06134	0.06234	0.04584	0.055578	0.0472883946453041
"ENSG00000237353"	0.00024	0.00342	0.024245	0.047242	0.05572
"ENSG00000237388"	0.02896	0.01635	0.01637	0.016086	0.017119
"ENSG00000237412"	0.11516	0.12826	0.078585	0.060206	0.055051
"ENSG00000237435"	0.03108	0.06614	0.060945	0.05919	0.063945
"ENSG00000237440"	0	0	0	0	0.000266315789473684
"ENSG00000237441"	0.22166	0.15877	0.120705	0.110548	0.089996
"ENSG00000237452"	0.0943	0.11553	0.096415	0.09072	0.070523
"ENSG00000237515"	0.0269	0.02724	0.033185	0.035526	0.029214
"ENSG00000237521"	0.01724	0.02113	0.02128	0.0135	0.010091
"ENSG00000237524"	0.01942	0.01686	0.01309	0.017548	0.02552
"ENSG00000237541"	0.02472	0.01966	0.026945	0.035384	0.040174
"ENSG00000237649"	0.15594	0.16663	0.1355	0.114166	0.087766
"ENSG00000237651"	0.0218	0.06636	0.062445	0.054852	0.053826
"ENSG00000237683"	0.0039	0.00538337136400895	0.01378	NA	NA
"ENSG00000237693"	0.02942	0.02716	0.02302	0.042334	0.045111
"ENSG00000237763"	0.03306	0.04529	0.04063	0.0302	0.02566
"ENSG00000237765"	0.04568	0.03415	0.03485	0.024076	0.021649
"ENSG00000237787"	0.00896	0.01199	0.014725	0.013738	0.019882
"ENSG00000237847"	0.09674	0.11065	0.07162	0.0443311111111111	0.0529505263157895
"ENSG00000237896"	0.01614	0.01823	0.014015	0.014422	0.024784
"ENSG00000238083"	0.02276	0.02418	0.036795	0.05683	0.056064
"ENSG00000238091"	0.06194	0.03998	0.036035	0.045854	0.034443
"ENSG00000238227"	0.03502	0.03193	0.044205	0.0371088888888889	0.0439136842105263
"ENSG00000238243"	0.01922	0.0188	0.012395	0.009128	0.010199
"ENSG00000238244"	0.02746	0.02443	0.037735	0.041338	0.04081
"ENSG00000239264"	0.01744	0.02711	0.033005	0.038522	0.044085
"ENSG00000239282"	0.1078	0.11363	0.10093	0.069166	0.059409
"ENSG00000239305"	0.07038	0.04243	0.02674	0.040628	0.041642
"ENSG00000239306"	0.15904	0.10957	0.129665	0.103486	0.083997
"ENSG00000239332"	0.0205	0.02559	0.037365	0.042898	0.045454
"ENSG00000239382"	0.1033	0.06234	0.064675	0.07752	0.071506
"ENSG00000239388"	0.09452	0.07937	0.066095	0.065988	0.053728
"ENSG00000239389"	0.13122	0.08847	0.1117	0.109944	0.126397
"ENSG00000239474"	0.11236	0.07878	0.05449	0.060848	0.054955
"ENSG00000239511"	0.05026	0.02823	0.039525	0.047358	0.050173
"ENSG00000239590"	0.01932	0.02698	0.01949	0.037768	0.058551
"ENSG00000239605"	0.01216	0.02979	0.05052	0.039286	0.042233
"ENSG00000239665"	0.07852	0.0602	0.04135	0.035722	0.031817
"ENSG00000239672"	0.08654	0.08402	0.061055	0.060934	0.059285
"ENSG00000239697"	0.17582	0.16159	0.16167	0.17018	0.153647
"ENSG00000239704"	0.0215	0.01959	0.02091	0.030872	0.025631
"ENSG00000239713"	0.00412	0.00433	0.011845	0.035238	0.044108
"ENSG00000239732"	0.13148	0.11329	0.082435	0.09784	0.088568
"ENSG00000239779"	0.16458	0.15405	0.172855	0.099828	0.073991
"ENSG00000239789"	0.03658	0.03709	0.03208	0.032784	0.027395
"ENSG00000239810"	0.00130419317867447	0.000656024491581019	0.00128	0.00369536268745728	0.0104435294117647
"ENSG00000239839"	0.00116	0.00083	0.00756	0.011172	0.012382
"ENSG00000239857"	0.0527	0.03702	0.023655	0.018906	0.034054
"ENSG00000239886"	0.0111	0.01594	0.024175	0.047382	0.056462
"ENSG00000239887"	0.06064	0.03976	0.02499	0.03275	0.035114
"ENSG00000239900"	0.03766	0.11222	0.086815	0.070224	0.058335
"ENSG00000239961"	0.00938	0.00673	0.016205	0.040042	0.031859
"ENSG00000239998"	0.00288	0.00239	0.001705	0.014818	0.022535
"ENSG00000240021"	0.01942	0.01759	0.051105	0.043598	0.043253
"ENSG00000240038"	0.04624	0.03466	0.03303	0.0332977777777778	0.02716
"ENSG00000240053"	0.1531	0.20258	0.1664	0.1221	0.10908
"ENSG00000240065"	0.09092	0.05887	0.042145	0.036004	0.054751
"ENSG00000240184"	0.25058	0.1544	0.16429	0.155676	0.143966
"ENSG00000240204"	0.02538	0.03792	0.04755	0.052154	0.050777
"ENSG00000240224"	0.0394	0.03363	0.03783	0.03176	0.027349
"ENSG00000240230"	0.01044	0.02743	0.02675	0.019358	0.035665
"ENSG00000240247"	0.0014	0.00083	0.00756	0.011318	0.013021
"ENSG00000240303"	0.0438	0.03639	0.05549	0.048546	0.034053
"ENSG00000240344"	0.0791	0.06044	0.066455	0.054634	0.046296
"ENSG00000240386"	0.0342	0.0256	0.021225	0.015838	0.015666
"ENSG00000240403"	0.00056	0.00155	0.002265	0.01202	0.029524
"ENSG00000240432"	0.00852	0.00811	0.01162	0.012022	0.015785
"ENSG00000240505"	0.01028	0.00857	0.01225	0.037498	0.032733
"ENSG00000240510"	0.12222	0.08699	0.087065	0.064074	0.065915
"ENSG00000240542"	0.01648	0.02106	0.021535	0.04716	0.056149
"ENSG00000240563"	0.00628	0.01693	0.03479	0.034016	0.040175
"ENSG00000240583"	0.06504	0.05904	0.0446	0.036184	0.042969
"ENSG00000240654"	0.04452	0.03862	0.0295	0.021528	0.020176
"ENSG00000240682"	0.02994	0.04179	0.02749	0.031478	0.039634
"ENSG00000240694"	0.04386	0.02681	0.035765	0.042676	0.038643
"ENSG00000240720"	0.06582	0.06341	0.07168	0.054522	0.059313
"ENSG00000240747"	0.0384	0.03253	0.025675	0.050086	0.04161
"ENSG00000240764"	0.26316	0.15313	0.155645	0.154092	0.14379
"ENSG00000240771"	0.25374	0.16436	0.15227	0.14249	0.126133
"ENSG00000240849"	0.04092	0.03868	0.04355	0.04697	0.040745
"ENSG00000240857"	0.0774	0.08148	0.06784	0.060202	0.052081
"ENSG00000240871"	0.0427	0.04612	0.044185	0.040556	0.057067
"ENSG00000240891"	0.0451	0.04804	0.041545	0.04579	0.035053
"ENSG00000240972"	0.02808	0.0259	0.032525	0.036988	0.035804
"ENSG00000241043"	0.06668	0.0588	0.07379	0.050262	0.042731
"ENSG00000241058"	0.0115	0.00899	0.03712	0.02519	0.024131
"ENSG00000241106"	0.04332	0.0567	0.040335	0.035586	0.050116
"ENSG00000241119"	0.0215	0.03194	0.035165	0.031708	0.027799
"ENSG00000241123"	0.0338	0.02911	0.029795	0.026438	0.024992
"ENSG00000241127"	0.0244	0.02904	0.03369	0.04854	0.054116
"ENSG00000241128"	0.00598	0.00646	0.004955	0.010058	0.010346
"ENSG00000241186"	0.0138	0.01168	0.023415	0.024196	0.038085
"ENSG00000241233"	0.02078	0.02147	0.02461	0.016584	0.0222
"ENSG00000241241"	0.03628	0.04028	0.04061	0.042298	0.057943
"ENSG00000241258"	0.01954	0.02088	0.024995	0.025238	0.026784
"ENSG00000241322"	0.05788	0.05036	0.03437	0.02673	0.03105
"ENSG00000241360"	0.0879	0.08031	0.07089	0.0637	0.061137
"ENSG00000241370"	0.07294	0.03768	0.020355	0.03333	0.04677
"ENSG00000241399"	0.07562	0.06492	0.05754	0.056198	0.062951
"ENSG00000241404"	0.236	0.19195	0.144065	0.118208	0.097418
"ENSG00000241468"	0.05574	0.06074	0.062235	0.05513	0.044212
"ENSG00000241484"	0.0063	0.01306	0.01658	0.017382	0.01701
"ENSG00000241553"	0.0849	0.09327	0.10204	0.070988	0.0644
"ENSG00000241563"	0.0478	0.0435	0.094385	0.116284	0.09879
"ENSG00000241595"	0.01562	0.01162	0.025225	0.04906	0.056975
"ENSG00000241598"	0.03806	0.0292	0.03008	0.031558	0.0325736842105263
"ENSG00000241635"	0.02276	0.02033	0.0251	0.033184	0.028198
"ENSG00000241644"	0.00772	0.01559	0.029965	0.033914	0.033994
"ENSG00000241685"	0.0389	0.04688	0.06464	0.053062	0.049178
"ENSG00000241690"	0.10354	0.08072	0.066215	0.05757	0.055234
"ENSG00000241697"	0.0313	0.0413	0.055315	0.043284	0.039645
"ENSG00000241794"	0.01162	0.00836	0.01059	0.014298	0.015701
"ENSG00000241837"	0.03462	0.03494	0.04175	0.03942	0.04845
"ENSG00000241839"	0.06236	0.05645	0.039975	0.055844	0.065384
"ENSG00000241852"	0.13388	0.1133	0.12129	0.083808	0.075341
"ENSG00000241878"	0.04664	0.04588	0.04039	0.041864	0.048829
"ENSG00000241935"	0.07168	0.06411	0.06381	0.066264	0.072547
"ENSG00000241945"	0.07446	0.05365	0.032755	0.026648	0.024707
"ENSG00000241962"	0.01356	0.01665	0.027565	0.042602	0.036607
"ENSG00000241973"	0.06068	0.0545	0.0455	0.05324	0.045554
"ENSG00000241978"	0.01894	0.05101	0.04033	0.04221	0.037883
"ENSG00000242019"	0.00094	0.0014	0.00102	0.001902	0.021038
"ENSG00000242028"	0.13396	0.10534	0.12076	0.11984	0.102616
"ENSG00000242107"	0.0018	0.01008	0.012365	0.028738	0.039285
"ENSG00000242110"	0.03648	0.03899	0.031565	0.019806	0.016374
"ENSG00000242114"	0.04918	0.06224	0.062285	0.070572	0.055876
"ENSG00000242173"	0.08632	0.06036	0.053025	0.046432	NA
"ENSG00000242180"	0.03898	0.03481	0.037365	0.036642	0.035312
"ENSG00000242220"	0.0085	0.02974	0.03881	0.045192	0.040558
"ENSG00000242221"	0	0.00181	0.001425	0.001566	0.00919
"ENSG00000242247"	0.02162	0.02392	0.02187	0.023212	0.029879
"ENSG00000242252"	0.09582	0.08975	0.07843	0.095558	0.096048
"ENSG00000242259"	0.05174	0.051	0.039675	0.035422	0.042953
"ENSG00000242265"	0.12292	0.10929	0.08286	0.078054	0.065285
"ENSG00000242366"	0.04702	0.04874	0.039175	0.03167	0.026762
"ENSG00000242372"	0.14866	0.11448	0.097355	0.07863	0.090617
"ENSG00000242384"	0.00350597609561753	0.01008	0.0104466666666667	0.0269288888888889	0.0406505263157895
"ENSG00000242419"	0.25838	0.15428	0.16026	0.153898	0.143941
"ENSG00000242441"	0.06258	0.0515	0.062265	0.046372	0.046297
"ENSG00000242485"	0.06654	0.0624	0.07669	0.068384	0.060126
"ENSG00000242498"	0.03084	0.01934	0.02771	0.040258	0.043143
"ENSG00000242515"	0.01984	0.02173	0.02901	0.032412	0.027831
"ENSG00000242550"	0.03292	0.02184	0.01684	0.024308	0.027113
"ENSG00000242574"	0.0353	0.08175	0.06138	0.048536	0.065127
"ENSG00000242612"	0.03666	0.0445	0.033925	0.052966	NA
"ENSG00000242616"	0.04942	0.04741	0.03788	0.035434	0.033862
"ENSG00000242631"	0.2365	0.19872	0.178165	0.111634	0.08003
"ENSG00000242689"	0.08384	0.05676	0.03798	0.022002	0.01889
"ENSG00000242715"	0.0115	0.01793	0.02451	0.0252	0.036701
"ENSG00000242802"	0.0523	0.04537	0.03923	0.022726	0.017368
"ENSG00000242852"	0.0088	0.00569	0.00511	0.030304	0.044886
"ENSG00000242866"	0.17298	0.18093	0.179215	0.144678	0.104078
"ENSG00000242950"	0.03904	0.04841	0.061505	0.059724	0.063937
"ENSG00000243056"	0.2205	0.14095	0.108285	0.09823	0.108721
"ENSG00000243073"	4e-04	0.00397	0.00215	0.00416444444444444	0.0216858823529412
"ENSG00000243130"	0.00076	0.00038	0.00187	0.001406	0.006629
"ENSG00000243135"	0.04494	0.03902	0.037315	0.031618	0.027361
"ENSG00000243137"	0.001	0.00063	0.001755	0.003156	0.017866
"ENSG00000243147"	0.06966	0.0652	0.064105	0.063502	0.070502
"ENSG00000243156"	0.06122	0.0513	0.043105	0.033574	0.031152
"ENSG00000243207"	0.10596	0.08739	0.061655	0.066402	0.055542
"ENSG00000243232"	0.17996	0.10807	0.085075	0.11442	0.129858
"ENSG00000243244"	0.03754	0.04809	0.04373	0.04924	0.046628
"ENSG00000243251"	0.06712	0.06566	0.053385	0.05535	0.04646
"ENSG00000243284"	0.06858	0.06724	0.079305	0.062102	0.065718
"ENSG00000243317"	0.03896	0.04561	0.054045	0.03706	0.036048
"ENSG00000243335"	0.00636	0.00938	0.024975	0.022394	0.021593
"ENSG00000243364"	0.2341	0.16302	0.17419	0.149376	0.105334
"ENSG00000243414"	0.04704	0.02699	0.0398	0.026148	0.030596
"ENSG00000243440"	0.04216	0.04336	0.05099	0.04646	0.052105
"ENSG00000243444"	0.05678	0.04068	0.039895	0.034494	0.038278
"ENSG00000243449"	0.0422	0.03592	0.04153	0.045194	0.037898
"ENSG00000243452"	0.00148	0.00513	0.010815469398655	0.01059	0.0164994062305794
"ENSG00000243477"	0.16024	0.16903	0.176995	0.13838	0.103258
"ENSG00000243480"	0.0319	0.04415	0.043615	0.02839	0.0261252631578947
"ENSG00000243489"	0.02334	0.02938	0.02675	0.024338	0.020536
"ENSG00000243509"	0.05562	0.05977	0.042125	0.052324	0.05303
"ENSG00000243543"	0.01554	0.01137	0.009085	0.03549	0.051306
"ENSG00000243566"	0.01944	0.04935	0.056795	0.049742	0.045526
"ENSG00000243627"	0.01276	0.01275	0.018365	0.023058	0.035265
"ENSG00000243646"	0.0135	0.00903	0.012005	0.028458	0.04549
"ENSG00000243649"	0.14424	0.15827	0.162845	0.163192	0.120203
"ENSG00000243660"	0.00982	0.00575	0.02066	0.021324	0.03155
"ENSG00000243667"	0.04776	0.05687	0.048165	0.050362	0.054597
"ENSG00000243678"	0.0967	0.09157	0.068135	0.060464	0.059041
"ENSG00000243708"	0.16748	0.13547	0.126045	0.081064	0.072831
"ENSG00000243709"	0.04202	0.05283	0.03966	0.04149	0.041941
"ENSG00000243710"	0.0688	0.06186	0.05348	0.072222	0.074132
"ENSG00000243716"	0.03232	0.04787	0.049005	0.05	0.04764
"ENSG00000243725"	0.0493	0.05689	0.04987	0.038782	0.054731
"ENSG00000243729"	0.00904	0.01763	0.01827	0.031208	0.027572
"ENSG00000243749"	0.08494	0.06705	0.08108	0.072912	0.063807
"ENSG00000243772"	0	0	0.00087	0.002032	0.023173
"ENSG00000243789"	0.17398	0.12839	0.12856	0.08006	0.072943
"ENSG00000243811"	0.00256	0.0026	0.00446	0.03465	0.044665
"ENSG00000243896"	0.0479	0.03756	0.026825	0.02693	0.028668
"ENSG00000243927"	0.10358	0.0635	0.04232	0.036424	0.031916
"ENSG00000243943"	0.06572	0.07481	0.0597	0.088608	0.085434
"ENSG00000243955"	0.02444	0.02101	0.015415	0.02861	0.030848
"ENSG00000243989"	0.14082	0.11657	0.083675	0.056578	0.077843
"ENSG00000244005"	0.08562	0.11713	0.117285	0.08806	0.080152
"ENSG00000244020"	0.01458	0.01515	0.01564	0.020624	0.025946
"ENSG00000244025"	0.0088	0.00552	0.00773	0.010624	0.01435
"ENSG00000244038"	0.06946	0.05065	0.048445	0.053752	0.04423
"ENSG00000244045"	0.1255	0.10748	0.074045	0.08816	0.09823
"ENSG00000244057"	0.01178	0.01052	0.01368	0.017384	0.018213
"ENSG00000244067"	0.03002	0.01955	0.01929	0.026822	0.031337
"ENSG00000244094"	0.00506	0.00466	0.0082	0.014762	0.01643
"ENSG00000244115"	0.05416	0.03908	0.03603	0.03675	0.035021
"ENSG00000244122"	0.02306	0.03112	0.03594	0.031636	0.027725
"ENSG00000244165"	0.10662	0.08682	0.0613	0.066702	0.055592
"ENSG00000244187"	0.04746	0.04408	0.055225	0.056478	0.0760414948028378
"ENSG00000244242"	0.03874	0.02348	0.02269	0.033576	0.03244
"ENSG00000244255"	0.14424	0.15827	0.162845	0.163156	0.120203
"ENSG00000244274"	0.06618	0.05473	0.052325	0.029748	0.042626
"ENSG00000244291"	0.02626	0.02812	0.02744	0.024982	0.028266
"ENSG00000244355"	0.14216	0.13216	0.185065	0.136836	0.118976
"ENSG00000244362"	0.00872	0.01036	0.008745	0.010406	0.014564
"ENSG00000244405"	0.10454	0.12388	0.0911	0.065302	0.05743
"ENSG00000244411"	0.02078	0.02302	0.02265	0.015914	0.02193
"ENSG00000244414"	0.00326	0.0023	0.005485	0.009682	0.023384
"ENSG00000244462"	0.1585	0.13196	0.124425	0.087886	0.079671
"ENSG00000244474"	0.04066	0.03518	0.038095	0.031708	0.027349
"ENSG00000244476"	0.03152	0.02614	0.03361	0.032388	0.028522
"ENSG00000244482"	0.019	0.03454	0.049655	0.044828	0.034794
"ENSG00000244486"	0.10626	0.06988	0.04255	0.0347424649946723	0.0385766666666667
"ENSG00000244509"	0.00214	0.0022	0.003485	0.034158	0.043891
"ENSG00000244537"	0.02162	0.02018	0.022815	0.048444	0.055906
"ENSG00000244588"	0.06198	0.0726	0.0586	0.042116	0.029949
"ENSG00000244607"	0.04488	0.06919	0.07475	0.054448	0.037529
"ENSG00000244617"	0.08156	0.06826	0.05254	0.047494	0.052224
"ENSG00000244623"	0.0209	0.02084	0.01622	0.046862	0.052905
"ENSG00000244624"	0.01372	0.01124	0.00882	0.010518	0.014407
"ENSG00000244687"	0.04154	0.04088	0.043715	0.047158	0.039903
"ENSG00000244693"	0.05298	0.03771	0.03024	0.02737	0.028722
"ENSG00000244694"	0.01306	0.0206	0.044485	0.03579	0.028117
"ENSG00000244731"	0.2151	0.22374	0.17577	0.163578	0.1207
"ENSG00000244734"	0.01782	0.0226	0.02439	0.03105	0.034162
"ENSG00000244752"	0.0346	0.02535	0.02238	0.023418	0.023252
"ENSG00000244754"	0.01448	0.02217	0.028615	0.0383	0.037634
"ENSG00000245017"	0.03438	0.05119	0.046945	0.06936	0.074579
"ENSG00000245317"	0.05694	0.05155	0.06147	0.053994	0.040151
"ENSG00000245680"	0.03274	0.04561	0.031995	0.027474	0.026969
"ENSG00000245848"	0.08928	0.06602	0.072325	0.052064	0.050899
"ENSG00000245888"	0.01336	0.01465	0.02022	0.024928	0.02995
"ENSG00000246223"	0.0514	0.04385	0.04769	0.043684	0.046
"ENSG00000246366"	0.02144	0.03934	0.034455	0.041428	0.053099
"ENSG00000246705"	0.06298	0.04415	0.03452	0.03161	0.033043
"ENSG00000246922"	0.05068	0.07257	0.072225	0.060128	0.064944
"ENSG00000247077"	0.03424	0.05084	0.066995	0.043106	0.0316964810751842
"ENSG00000247121"	0.03512	0.03166	0.0349	0.045434	0.040614
"ENSG00000247270"	0.02304	0.02077	0.031035	0.035896	0.049829
"ENSG00000247596"	0.14184	0.11411	0.08347	0.098414	0.088568
"ENSG00000247626"	0.07026	0.05214	0.04865	0.046326	0.048671
"ENSG00000248050"	0.06474	0.05556	0.05723	0.058852	0.044311
"ENSG00000248098"	0.0677	0.06315	0.054015	0.043182	0.03657
"ENSG00000248099"	0.06556	0.0629	0.050545	0.050116	0.053112
"ENSG00000248167"	0.07374	0.03779	0.021835	0.032876	0.04674
"ENSG00000248235"	0.13936	0.11859	0.12087	0.082166	0.076703
"ENSG00000248333"	0.1265	0.07901	0.05977	0.04957	0.049137
"ENSG00000248369"	0.00936	0.01116	0.011675	0.012112	0.013005
"ENSG00000248383"	0.12718	0.12104	0.10156	0.109212	0.125189
"ENSG00000248385"	0.01178	0.0306	0.05938	0.048724	0.035434
"ENSG00000248405"	0.0063	0.01306	0.01658	0.017382	0.01701
"ENSG00000248458"	0.07348	0.05929	0.04615	0.032638	0.040105
"ENSG00000248469"	0.00048	0.00162	0.0092	0.020386	0.027977
"ENSG00000248483"	0.08746	0.08683	0.112085	0.12988	0.104124
"ENSG00000248485"	0.03662	0.07448	0.085855	0.083596	0.054946
"ENSG00000248487"	0.1555	0.11439	0.08325	0.054542	0.076537
"ENSG00000248511"	0.06248	0.03938	0.031555	0.021556	0.018926
"ENSG00000248540"	0.0609	0.05336	0.057315	0.052704	0.056196
"ENSG00000248592"	0.0259	0.06025	0.06651	0.053596	0.079712
"ENSG00000248643"	0.14564	0.11759	0.13022	0.103786	0.083803
"ENSG00000248672"	0.05064	0.05789	0.065105	0.058234	0.063313
"ENSG00000248712"	0.11046	0.09843	0.10211	0.104802	0.085083
"ENSG00000248713"	0.12284	0.08132	0.059285	0.03286	0.027242
"ENSG00000248727"	0.04776	0.05009	0.05115	0.047072	0.049425
"ENSG00000248751"	0.0959	0.12514	0.099435	0.06921	0.059064
"ENSG00000248789"	0.04462	0.0603	0.05182	0.048424	0.050104
"ENSG00000248801"	0.01622	0.00947	0.016	0.02074	0.024858
"ENSG00000248835"	0.03586	0.05415	0.066575	0.074748	0.060765
"ENSG00000248871"	0.17676	0.16159	0.161535	0.170378	0.153639
"ENSG00000248874"	0.01332	0.01878	0.014845	0.017486	0.021304
"ENSG00000248905"	0.06402	0.05745	0.06189	0.05798	0.047203
"ENSG00000248919"	0.07544	0.05952	0.058615	0.056074	0.046248
"ENSG00000248920"	0.0143565827675285	0.00913547561206232	0.0104533333333333	0.0102288888888889	0.0150537056928034
"ENSG00000248933"	0.0186428038777032	0.0115225129353051	0.00810666666666667	0.00960666666666667	0.0149763694951665
"ENSG00000248993"	0.05324	0.08053	0.056225	0.052928	0.067885
"ENSG00000249008"	0.03668	0.0293	0.036665	0.037838	0.032363
"ENSG00000249016"	0.04766	0.04705	0.04797	0.035854	0.038352
"ENSG00000249034"	0.1952	0.14223	0.115185	0.105518	0.110972
"ENSG00000249049"	0.03258	0.02505	0.02134	0.016366	0.018267
"ENSG00000249087"	0.0956	0.10294	0.09362	0.072088	0.063739
"ENSG00000249104"	0.01136	0.00802637969377061	0.0123733333333333	0.0104266666666667	0.0153941997851772
"ENSG00000249109"	0.00078	0.00039	0.00671	0.020622	0.055872
"ENSG00000249115"	0.07242	0.04954	0.07346	0.088476	0.078919
"ENSG00000249139"	0.0159	0.01118	0.011015	0.036138	0.052029
"ENSG00000249141"	0.00086	0.00619	0.006095	0.008188	0.008149
"ENSG00000249158"	0.07398	0.08685	0.11515	0.109558	0.126759
"ENSG00000249160"	0.01038	0.00978	0.01886	0.01861	0.022995
"ENSG00000249209"	0.0293	0.0325	0.039145	0.06277	0.044972
"ENSG00000249222"	0.02764	0.02681	0.02619	0.022876	0.036701
"ENSG00000249240"	0.03312	0.04368	0.04179	0.056292	0.068166
"ENSG00000249242"	0.0218	0.02758	0.040365	0.039008	0.044886
"ENSG00000249319"	0.01118	0.0347	0.02586	0.027042	0.027703
"ENSG00000249428"	0.02442	0.02272	0.01603	0.026708	0.028924
"ENSG00000249437"	0.03092	0.02868	0.03097	0.028308	0.024755
"ENSG00000249459"	0.10796	0.05621	0.04387	0.041164	0.046934
"ENSG00000249471"	0.04768	0.03864	0.051815	NA	NA
"ENSG00000249481"	0.02682	0.0447	0.087465	0.078356	0.068893
"ENSG00000249581"	0.02614	0.02031	0.02118	0.024522	0.040139
"ENSG00000249590"	0.06144	0.07141	0.06862	0.0717	0.055641
"ENSG00000249624"	0.01544	0.00901	0.011945	0.028622	0.045233
"ENSG00000249679"	0.03388	0.04216	0.044705	0.046296	0.040541
"ENSG00000249693"	0.01758	0.02727	0.035805	0.037374	0.03825
"ENSG00000249709"	0.00366	0.00552	0.008855	0.04191	0.053981
"ENSG00000249751"	0.0527617477328937	0.06466	0.0817733333333333	0.0944622222222222	0.0939242105263158
"ENSG00000249773"	0.02906	0.03344	0.03269	0.032456	0.02765
"ENSG00000249811"	0.0183363017898333	0.0105993350098736	0.00902666666666667	0.00966888888888889	0.0150762620837809
"ENSG00000249852"	0.00788136472052266	0.019321700754696	0.0140933333333333	NA	NA
"ENSG00000249853"	0.0479	0.06528	0.05743	0.057304	0.049228
"ENSG00000249860"	0.01742	0.01887	0.0149	0.010632	0.008575
"ENSG00000249861"	0	0	0	0.045796	0.052289
"ENSG00000249884"	0.07038	0.04296	0.02674	0.040628	0.041642
"ENSG00000249915"	0.05778	0.0342	0.028815	0.026516	NA
"ENSG00000249931"	0.05578	0.05355	0.03291	0.0264	0.033433
"ENSG00000249961"	0.06216	0.07255	0.07199	0.058774	0.070964
"ENSG00000249967"	0.05392	0.06636	0.056855	0.066162	0.07267
"ENSG00000249992"	0.0344	0.01955	0.016245	0.021432	0.02502
"ENSG00000250021"	0.0163	0.01925	0.02816	0.047456	0.046322
"ENSG00000250038"	0.02382	0.02136	0.025995	0.024922	0.024374
"ENSG00000250067"	0.12226	0.08181	0.05225	0.050778	0.038811
"ENSG00000250091"	0.08124	0.05978	0.05482	0.0356	0.03609
"ENSG00000250120"	0.05412	0.08632	0.12014	0.107276	0.12746
"ENSG00000250127"	0.0094	0.01686	0.032665	0.027814	0.030179
"ENSG00000250151"	0.10006	0.07236	0.09924	0.070108	0.065026
"ENSG00000250173"	0.00454	0.00472	0.024055	0.017542	0.018633
"ENSG00000250210"	0.0048	0.01536	0.009595	NA	NA
"ENSG00000250254"	0.0175	0.01664	0.024855	0.024976	0.024969
"ENSG00000250264"	0.0813	0.0531	0.03988	0.036406	0.054274
"ENSG00000250305"	0.0139	0.01525	0.022125	0.037052	0.033555
"ENSG00000250317"	0.07004	0.07465	0.061125	0.045218	0.036802
"ENSG00000250361"	0.0097	0.008	0.008075	0.022526	0.032908
"ENSG00000250424"	0.06418	0.06044	0.044375	0.036184	0.042969
"ENSG00000250479"	0.08488	0.05482	0.0366	0.029758	0.033486
"ENSG00000250486"	0.01746	0.01419	0.015465	0.018358	0.024727
"ENSG00000250506"	0.13392	0.09068	0.090375	0.087408	0.082396
