"gene_id"	"n_genes_50kb"	"n_genes_100kb"	"n_genes_200kb"	"n_genes_500kb"	"n_genes_1000kb"
"ENSG00000154760"	3	3	4	9	27
"ENSG00000154768"	4	6	7	17	30
"ENSG00000154803"	4	4	5	5	11
"ENSG00000154914"	1	2	3	8	10
"ENSG00000154920"	4	5	7	16	25
"ENSG00000154945"	3	3	4	12	23
"ENSG00000154957"	2	3	3	3	4
"ENSG00000154975"	1	1	1	1	1
"ENSG00000157637"	1	5	5	10	24
"ENSG00000158955"	1	2	3	5	12
"ENSG00000159111"	5	5	7	16	20
"ENSG00000159182"	2	3	5	17	22
"ENSG00000159184"	2	3	4	17	23
"ENSG00000159199"	2	4	6	10	25
"ENSG00000159202"	3	4	6	10	26
"ENSG00000159210"	3	4	6	10	25
"ENSG00000159217"	1	1	4	11	26
"ENSG00000159224"	2	4	6	12	25
"ENSG00000159314"	2	2	2	6	16
"ENSG00000159640"	2	2	5	10	22
"ENSG00000159842"	1	1	1	7	17
"ENSG00000159961"	4	4	6	16	26
"ENSG00000160551"	1	1	3	9	14
"ENSG00000160602"	7	8	10	24	36
"ENSG00000160606"	7	8	10	24	36
"ENSG00000161326"	3	3	4	7	11
"ENSG00000161381"	1	2	4	8	22
"ENSG00000161395"	5	7	10	15	29
"ENSG00000161405"	1	1	6	20	29
"ENSG00000161509"	3	4	10	18	38
"ENSG00000161513"	3	5	10	19	35
"ENSG00000161526"	2	5	9	19	35
"ENSG00000161533"	3	5	9	20	35
"ENSG00000161542"	1	4	5	13	32
"ENSG00000161544"	3	4	7	16	24
"ENSG00000161547"	6	6	7	12	20
"ENSG00000161570"	3	4	6	18	30
"ENSG00000161572"	2	5	10	19	30
"ENSG00000161573"	4	7	9	20	29
"ENSG00000161583"	3	3	5	12	22
"ENSG00000161594"	5	6	7	16	41
"ENSG00000161610"	4	6	9	17	38
"ENSG00000161647"	1	4	6	15	28
"ENSG00000161649"	3	3	10	16	31
"ENSG00000161653"	3	4	10	22	32
"ENSG00000161654"	2	6	7	20	31
"ENSG00000161664"	4	5	10	22	32
"ENSG00000161682"	3	6	8	16	33
"ENSG00000161692"	1	4	5	14	29
"ENSG00000161714"	3	5	6	14	22
"ENSG00000161905"	1	3	9	17	36
"ENSG00000161920"	4	6	11	26	36
"ENSG00000161921"	4	7	12	26	36
"ENSG00000161929"	1	3	5	15	34
"ENSG00000161939"	8	9	11	23	49
"ENSG00000161940"	9	10	11	22	49
"ENSG00000161944"	1	2	13	28	57
"ENSG00000161955"	7	10	16	35	58
"ENSG00000161956"	9	11	17	33	58
"ENSG00000161958"	7	11	15	43	65
"ENSG00000161960"	9	11	17	33	59
"ENSG00000161970"	4	6	10	18	34
"ENSG00000161973"	2	2	4	7	18
"ENSG00000164729"	2	3	7	14	18
"ENSG00000166260"	3	3	3	3	5
"ENSG00000166263"	1	1	2	4	5
"ENSG00000166292"	1	2	2	2	5
"ENSG00000166329"	1	1	3	6	13
"ENSG00000166482"	3	5	5	10	19
"ENSG00000166484"	3	5	5	10	19
"ENSG00000166579"	2	2	6	13	29
"ENSG00000166582"	2	3	5	7	13
"ENSG00000166596"	1	3	3	6	9
"ENSG00000166685"	2	5	6	8	8
"ENSG00000166750"	1	1	4	12	21
"ENSG00000167080"	1	1	5	10	19
"ENSG00000167083"	3	4	5	9	20
"ENSG00000167085"	2	3	4	10	18
"ENSG00000167100"	3	5	6	11	25
"ENSG00000167105"	1	1	6	15	26
"ENSG00000167107"	2	3	10	15	25
"ENSG00000167131"	5	5	8	17	23
"ENSG00000167182"	1	3	9	17	19
"ENSG00000167183"	3	4	7	16	18
"ENSG00000167193"	2	3	5	12	21
"ENSG00000167230"	2	3	3	6	9
"ENSG00000167236"	3	6	10	19	30
"ENSG00000167258"	1	1	3	12	24
"ENSG00000167280"	2	3	5	9	10
"ENSG00000167281"	1	1	1	1	12
"ENSG00000167291"	1	1	2	11	15
"ENSG00000167302"	4	4	6	11	24
"ENSG00000167363"	3	4	7	8	NA
"ENSG00000167419"	2	4	7	14	22
"ENSG00000167434"	2	2	3	7	14
"ENSG00000167447"	4	4	5	8	13
"ENSG00000167524"	4	7	11	24	37
"ENSG00000167525"	6	9	12	24	36
"ENSG00000167536"	3	5	7	17	31
"ENSG00000167543"	5	6	7	7	12
"ENSG00000167549"	4	5	7	7	12
"ENSG00000167693"	2	2	3	9	13
"ENSG00000167695"	4	5	6	7	12
"ENSG00000167699"	3	6	6	9	12
"ENSG00000167703"	1	4	6	15	23
"ENSG00000167705"	4	4	8	15	23
"ENSG00000167711"	3	5	8	13	22
"ENSG00000167716"	3	5	9	14	23
"ENSG00000167720"	4	4	7	7	16
"ENSG00000167721"	3	4	7	7	16
"ENSG00000167723"	2	5	6	16	28
"ENSG00000167740"	3	3	3	6	19
"ENSG00000167741"	3	4	6	17	33
"ENSG00000167840"	3	3	7	20	37
"ENSG00000167842"	4	5	7	8	17
"ENSG00000167850"	2	4	7	17	30
"ENSG00000167851"	2	3	4	15	26
"ENSG00000167858"	2	3	5	17	34
"ENSG00000167861"	2	5	10	22	34
"ENSG00000167862"	4	5	10	23	35
"ENSG00000167863"	3	5	10	22	35
"ENSG00000167874"	5	6	9	22	56
"ENSG00000167880"	4	5	9	19	34
"ENSG00000167881"	3	6	10	19	35
"ENSG00000167889"	1	1	1	8	16
"ENSG00000167895"	3	6	10	12	16
"ENSG00000167900"	4	8	10	14	17
"ENSG00000167914"	2	6	9	18	31
"ENSG00000167916"	1	3	7	15	47
"ENSG00000167920"	2	6	9	25	55
"ENSG00000167925"	4	6	10	16	38
"ENSG00000167941"	3	4	6	14	28
"ENSG00000168256"	3	4	7	20	33
"ENSG00000168259"	3	4	5	20	34
"ENSG00000168517"	3	4	7	12	23
"ENSG00000168591"	4	5	9	21	32
"ENSG00000168610"	1	2	4	19	40
"ENSG00000168646"	1	1	2	2	4
"ENSG00000168792"	4	5	7	7	12
"ENSG00000168961"	2	2	2	5	7
"ENSG00000169660"	3	4	8	15	31
"ENSG00000169683"	7	8	14	28	49
"ENSG00000169689"	5	8	14	28	49
"ENSG00000169696"	2	7	17	27	48
"ENSG00000169710"	3	5	10	26	46
"ENSG00000169718"	5	10	11	28	47
"ENSG00000169727"	7	10	11	28	47
"ENSG00000169733"	6	9	11	28	47
"ENSG00000169738"	8	9	13	28	48
"ENSG00000169750"	8	9	13	28	49
"ENSG00000169992"	7	10	18	43	62
"ENSG00000170004"	3	8	9	20	58
"ENSG00000170037"	3	4	10	22	53
"ENSG00000170043"	4	5	10	22	54
"ENSG00000170049"	4	5	10	22	55
"ENSG00000170160"	1	1	2	4	13
"ENSG00000170175"	5	11	17	43	65
"ENSG00000170190"	2	6	9	22	33
"ENSG00000170222"	3	4	4	8	10
"ENSG00000170291"	6	10	17	40	60
"ENSG00000170296"	8	10	15	40	60
"ENSG00000170298"	1	1	1	3	5
"ENSG00000170310"	1	1	1	4	10
"ENSG00000170315"	1	4	5	8	13
"ENSG00000170412"	1	2	7	15	25
"ENSG00000170425"	2	3	5	7	19
"ENSG00000170689"	5	7	10	14	19
"ENSG00000170703"	1	2	4	17	24
"ENSG00000170832"	1	1	2	5	13
"ENSG00000170836"	1	3	3	6	7
"ENSG00000170921"	1	1	1	2	10
"ENSG00000171246"	1	2	4	5	11
"ENSG00000171282"	1	2	5	16	38
"ENSG00000171298"	3	3	6	8	16
"ENSG00000171302"	4	4	8	10	12
"ENSG00000171345"	3	6	12	24	61
"ENSG00000171346"	3	6	11	24	61
"ENSG00000171360"	3	6	12	28	62
"ENSG00000171396"	6	9	19	41	64
"ENSG00000171401"	5	6	10	26	60
"ENSG00000171403"	2	5	10	22	53
"ENSG00000171431"	2	4	9	31	55
"ENSG00000171446"	4	6	9	19	54
"ENSG00000171475"	1	2	5	15	27
"ENSG00000171532"	2	4	8	13	28
"ENSG00000171595"	1	3	7	11	19
"ENSG00000171634"	1	1	2	5	8
"ENSG00000171861"	3	5	6	9	14
"ENSG00000171916"	1	2	3	12	23
"ENSG00000171928"	2	3	4	9	21
"ENSG00000171931"	2	3	6	9	22
"ENSG00000171953"	2	4	5	11	18
"ENSG00000171962"	3	4	5	11	19
"ENSG00000172057"	3	5	9	17	31
"ENSG00000172123"	2	4	4	10	26
"ENSG00000172146"	2	2	5	12	22
"ENSG00000172150"	2	2	5	12	22
"ENSG00000172156"	2	5	7	8	10
"ENSG00000172171"	3	3	5	6	14
"ENSG00000172301"	2	2	3	4	13
"ENSG00000172421"	1	2	3	4	7
"ENSG00000172653"	3	3	7	18	31
"ENSG00000172660"	2	4	9	16	31
"ENSG00000172716"	1	2	4	14	24
"ENSG00000172782"	3	6	8	20	34
"ENSG00000172794"	2	3	6	18	36
"ENSG00000172809"	2	2	3	8	16
"ENSG00000172992"	2	2	6	16	23
"ENSG00000173065"	1	2	11	21	38
"ENSG00000173714"	2	2	3	7	22
"ENSG00000173757"	1	3	8	16	37
"ENSG00000173762"	2	4	8	14	41
"ENSG00000173786"	2	4	5	21	36
"ENSG00000173801"	4	4	7	20	49
"ENSG00000173805"	3	4	7	21	49
"ENSG00000173812"	3	4	6	21	48
"ENSG00000173818"	1	3	3	7	11
"ENSG00000173821"	1	1	3	10	12
"ENSG00000173826"	3	3	6	11	23
"ENSG00000173838"	1	1	2	3	6
"ENSG00000173868"	3	3	5	8	20
"ENSG00000173894"	2	3	4	6	13
"ENSG00000173908"	5	6	9	22	53
"ENSG00000173917"	3	5	9	13	22
"ENSG00000173918"	2	4	6	9	11
"ENSG00000173991"	5	6	10	14	29
"ENSG00000174083"	1	3	5	7	14
"ENSG00000174093"	2	2	4	7	13
"ENSG00000174100"	2	4	4	8	20
"ENSG00000174111"	1	2	4	8	21
"ENSG00000174231"	3	6	8	14	23
"ENSG00000174238"	2	4	6	15	20
"ENSG00000174282"	4	7	16	44	65
"ENSG00000174292"	4	9	20	41	62
"ENSG00000174326"	3	10	11	24	49
"ENSG00000174327"	7	10	11	23	49
"ENSG00000175106"	3	3	6	11	14
"ENSG00000175155"	1	1	2	7	13
"ENSG00000175175"	1	1	1	5	15
"ENSG00000175662"	1	1	5	8	19
"ENSG00000175711"	1	1	3	NA	NA
"ENSG00000175826"	7	10	15	40	60
"ENSG00000175832"	2	2	3	8	27
"ENSG00000175866"	1	2	4	10	16
"ENSG00000175906"	1	1	2	7	26
"ENSG00000175911"	2	4	4	9	13
"ENSG00000175931"	1	5	5	12	29
"ENSG00000176108"	2	4	4	9	12
"ENSG00000176155"	1	1	7	24	48
"ENSG00000176160"	1	3	5	13	21
"ENSG00000176170"	3	3	6	13	31
"ENSG00000176208"	1	4	4	6	13
"ENSG00000176358"	2	2	3	8	19
"ENSG00000176390"	1	2	2	6	11
"ENSG00000176563"	5	9	11	30	37
"ENSG00000176658"	1	1	1	4	10
"ENSG00000176681"	2	2	3	5	11
"ENSG00000176749"	3	3	3	7	13
"ENSG00000176809"	1	1	1	3	8
"ENSG00000176845"	1	2	2	NA	NA
"ENSG00000176927"	1	1	3	5	14
"ENSG00000176974"	2	4	6	12	22
"ENSG00000176994"	3	3	7	12	22
"ENSG00000177294"	3	3	5	17	32
"ENSG00000177302"	2	6	8	13	23
"ENSG00000177303"	4	4	5	16	37
"ENSG00000177370"	3	3	4	7	15
"ENSG00000177374"	4	5	5	8	22
"ENSG00000177427"	4	4	8	14	22
"ENSG00000177469"	2	3	3	16	40
"ENSG00000177602"	2	3	9	16	24
"ENSG00000177728"	1	3	5	15	36
"ENSG00000177731"	4	5	8	14	22
"ENSG00000177885"	1	1	6	15	36
"ENSG00000178307"	2	3	4	6	8
"ENSG00000178404"	2	3	4	10	14
"ENSG00000178502"	4	6	7	18	40
"ENSG00000178607"	1	1	4	12	26
"ENSG00000178691"	1	2	3	7	13
"ENSG00000178789"	2	3	7	16	28
"ENSG00000178852"	1	2	2	5	16
"ENSG00000178921"	2	5	12	24	35
"ENSG00000178927"	3	4	7	15	31
"ENSG00000178971"	2	4	11	24	34
"ENSG00000178999"	3	7	12	23	34
"ENSG00000179029"	5	6	12	26	36
"ENSG00000179094"	5	7	13	26	37
"ENSG00000179111"	3	7	11	25	39
"ENSG00000179148"	3	6	12	24	41
"ENSG00000179294"	1	2	9	14	22
"ENSG00000179314"	1	1	1	1	8
"ENSG00000179409"	3	5	6	8	12
"ENSG00000179477"	3	5	10	26	44
"ENSG00000179593"	2	4	8	25	49
"ENSG00000179598"	3	4	5	6	11
"ENSG00000179604"	1	4	6	8	8
"ENSG00000179673"	2	2	3	7	11
"ENSG00000179761"	2	2	5	10	28
"ENSG00000180016"	2	4	5	14	26
"ENSG00000180090"	2	2	4	13	23
"ENSG00000180329"	2	3	4	13	31
"ENSG00000180336"	2	3	4	12	32
"ENSG00000180340"	1	1	3	12	32
"ENSG00000180386"	3	10	15	43	63
"ENSG00000180616"	2	3	6	8	8
"ENSG00000180626"	3	3	6	18	36
"ENSG00000180638"	2	3	4	6	13
"ENSG00000180787"	2	4	8	19	38
"ENSG00000180891"	1	1	5	9	17
"ENSG00000180901"	2	5	10	22	34
"ENSG00000181013"	3	4	5	10	18
"ENSG00000181031"	1	1	1	NA	NA
"ENSG00000181038"	6	6	7	12	20
"ENSG00000181045"	3	4	5	10	15
"ENSG00000181222"	3	6	20	40	65
"ENSG00000181284"	7	12	15	43	65
"ENSG00000181291"	1	2	2	3	16
"ENSG00000181323"	8	10	16	43	62
"ENSG00000181350"	1	2	4	9	14
"ENSG00000181374"	2	3	5	10	10
"ENSG00000181396"	2	5	8	14	34
"ENSG00000181408"	3	5	8	14	37
"ENSG00000181409"	2	3	5	10	16
"ENSG00000181464"	5	5	7	10	16
"ENSG00000181481"	1	2	4	6	13
"ENSG00000181513"	4	5	7	14	23
"ENSG00000181523"	3	4	6	9	15
"ENSG00000181610"	2	2	3	8	15
"ENSG00000181856"	4	10	17	33	59
"ENSG00000181885"	6	12	17	39	60
"ENSG00000182040"	3	6	10	21	34
"ENSG00000182156"	1	2	5	6	12
"ENSG00000182173"	4	4	5	14	37
"ENSG00000182224"	5	6	9	22	56
"ENSG00000182271"	1	2	4	8	10
"ENSG00000182327"	5	8	11	27	36
"ENSG00000182352"	3	4	6	16	31
"ENSG00000182446"	1	3	9	19	46
"ENSG00000182459"	2	5	9	13	38
"ENSG00000182473"	3	6	8	18	35
"ENSG00000182481"	1	2	3	6	11
"ENSG00000182534"	2	7	7	14	20
"ENSG00000182557"	1	2	5	10	30
"ENSG00000182575"	2	2	3	9	17
"ENSG00000182628"	2	3	6	8	12
"ENSG00000182676"	5	6	13	33	45
"ENSG00000182687"	4	5	10	19	35
"ENSG00000182742"	4	9	9	13	21
"ENSG00000182853"	5	8	11	28	36
"ENSG00000182896"	4	10	19	39	59
"ENSG00000182938"	4	6	11	21	35
"ENSG00000182963"	1	4	8	14	27
"ENSG00000183010"	5	10	16	30	47
"ENSG00000183011"	5	6	9	21	57
"ENSG00000183018"	2	4	5	12	32
"ENSG00000183024"	1	2	6	8	19
"ENSG00000183034"	4	5	10	21	34
"ENSG00000183048"	4	8	10	28	44
"ENSG00000183077"	5	7	10	14	17
"ENSG00000183153"	3	4	7	12	33
"ENSG00000183318"	2	4	4	6	18
"ENSG00000183684"	6	10	16	34	47
"ENSG00000183688"	2	2	3	4	NA
"ENSG00000183691"	1	1	2	4	8
"ENSG00000183914"	1	1	8	26	59
"ENSG00000183978"	5	8	11	30	37
"ENSG00000183979"	6	10	16	34	47
"ENSG00000184009"	3	4	5	16	39
"ENSG00000184060"	1	4	4	6	14
"ENSG00000184166"	1	3	4	8	18
"ENSG00000184185"	1	1	2	6	8
"ENSG00000184361"	2	2	3	10	20
"ENSG00000184451"	5	5	10	23	39
"ENSG00000184502"	4	4	8	21	49
"ENSG00000184544"	2	3	4	8	9
"ENSG00000184557"	2	2	4	15	19
"ENSG00000184560"	8	10	16	43	63
"ENSG00000184619"	4	6	9	19	33
"ENSG00000184640"	1	1	1	2	4
"ENSG00000184650"	3	7	11	20	36
"ENSG00000184811"	2	2	4	8	21
"ENSG00000184886"	3	4	8	9	19
"ENSG00000184922"	2	2	5	10	21
"ENSG00000184988"	2	2	3	13	29
"ENSG00000185105"	5	9	16	29	48
"ENSG00000185128"	1	3	3	7	13
"ENSG00000185156"	2	3	5	7	15
"ENSG00000185158"	1	2	2	8	15
"ENSG00000185245"	5	10	13	27	38
"ENSG00000185262"	2	4	4	14	35
"ENSG00000185269"	4	7	18	29	48
"ENSG00000185294"	2	3	3	5	9
"ENSG00000185298"	6	9	9	25	45
"ENSG00000185332"	1	2	7	13	28
"ENSG00000185359"	6	9	9	27	44
"ENSG00000185379"	5	6	7	12	19
"ENSG00000185504"	4	4	5	17	43
"ENSG00000185527"	5	9	9	25	45
"ENSG00000185561"	3	4	9	15	23
"ENSG00000185624"	4	10	14	34	44
"ENSG00000185722"	1	2	4	6	18
"ENSG00000185813"	6	11	16	34	47
"ENSG00000185829"	2	3	3	6	10
"ENSG00000185862"	5	5	6	6	12
"ENSG00000185924"	1	1	6	10	24
"ENSG00000186074"	2	3	6	18	35
"ENSG00000186075"	2	4	6	20	31
"ENSG00000186185"	3	6	8	18	24
"ENSG00000186393"	4	6	8	18	53
"ENSG00000186395"	3	6	8	25	55
"ENSG00000186407"	3	3	7	15	32
"ENSG00000186532"	2	4	6	15	21
"ENSG00000186566"	1	1	4	14	32
"ENSG00000186665"	2	3	3	4	9
"ENSG00000186765"	4	4	5	16	41
"ENSG00000186832"	3	5	9	24	51
"ENSG00000186834"	4	5	7	14	23
"ENSG00000186847"	2	5	9	23	53
"ENSG00000186860"	3	7	14	36	63
"ENSG00000186868"	1	2	3	5	8
"ENSG00000186919"	4	4	10	19	35
"ENSG00000187013"	3	4	4	5	7
"ENSG00000187242"	2	4	9	29	55
"ENSG00000187272"	5	8	17	43	65
"ENSG00000187456"	2	3	10	19	31
"ENSG00000187531"	7	10	15	33	47
"ENSG00000187595"	3	3	9	20	32
"ENSG00000187607"	2	3	5	10	17
"ENSG00000187624"	2	3	3	5	NA
"ENSG00000187688"	2	3	5	8	13
"ENSG00000187775"	2	2	4	6	21
"ENSG00000187824"	3	3	4	8	10
"ENSG00000187838"	5	12	18	42	62
"ENSG00000187959"	3	5	7	8	8
"ENSG00000187997"	5	7	10	12	16
"ENSG00000188176"	1	4	6	18	34
"ENSG00000188522"	2	3	4	12	21
"ENSG00000188554"	2	2	3	13	28
"ENSG00000188581"	9	12	20	39	61
"ENSG00000188612"	2	5	10	18	36
"ENSG00000188803"	1	1	1	2	2
"ENSG00000188878"	3	5	11	21	34
"ENSG00000188888"	3	3	5	8	19
"ENSG00000188895"	2	5	7	17	32
"ENSG00000189050"	3	3	5	8	13
"ENSG00000189051"	4	6	9	18	33
"ENSG00000189120"	4	6	7	16	19
"ENSG00000189152"	3	4	7	13	20
"ENSG00000189159"	4	5	8	19	35
"ENSG00000189375"	2	3	4	8	23
"ENSG00000196156"	6	9	19	41	63
"ENSG00000196169"	3	5	7	13	19
"ENSG00000196388"	4	8	14	24	40
"ENSG00000196535"	1	2	3	9	27
"ENSG00000196544"	3	7	12	24	35
"ENSG00000196689"	3	4	10	16	26
"ENSG00000196704"	3	3	3	5	10
"ENSG00000196712"	1	2	5	7	12
"ENSG00000196859"	2	6	15	35	57
"ENSG00000197063"	7	9	16	32	47
"ENSG00000197079"	4	7	11	29	63
"ENSG00000197170"	1	2	2	3	9
"ENSG00000197262"	4	4	4	13	27
"ENSG00000197322"	2	2	2	4	15
"ENSG00000197417"	3	7	9	17	25
"ENSG00000197566"	1	1	3	5	11
"ENSG00000197665"	3	3	6	13	21
"ENSG00000197681"	2	2	3	8	13
"ENSG00000197723"	5	6	11	16	35
"ENSG00000197879"	3	4	6	14	21
"ENSG00000198083"	6	8	16	42	64
"ENSG00000198090"	5	12	21	40	65
"ENSG00000198150"	4	6	10	20	34
"ENSG00000198231"	3	5	10	21	25
"ENSG00000198242"	7	8	10	24	36
"ENSG00000198265"	1	1	1	6	8
"ENSG00000198271"	4	11	19	41	64
"ENSG00000198336"	2	3	3	6	12
"ENSG00000198443"	5	9	20	42	63
"ENSG00000198720"	4	6	7	7	11
"ENSG00000198740"	1	2	4	8	19
"ENSG00000198783"	3	5	5	10	16
"ENSG00000198844"	3	6	11	22	37
"ENSG00000198863"	6	8	10	22	37
"ENSG00000198909"	1	3	6	17	25
"ENSG00000198920"	1	4	6	11	23
"ENSG00000198933"	2	3	4	12	21
"ENSG00000204237"	6	9	9	25	45
"ENSG00000204278"	3	5	8	14	17
"ENSG00000204283"	1	1	1	4	14
"ENSG00000204316"	3	6	10	22	35
"ENSG00000204323"	4	5	7	18	36
"ENSG00000204345"	3	4	6	16	30
"ENSG00000204347"	4	5	7	13	20
"ENSG00000204414"	5	7	13	19	27
"ENSG00000204873"	5	9	17	43	65
"ENSG00000204880"	5	10	23	40	62
"ENSG00000204887"	7	12	20	40	61
"ENSG00000204889"	4	8	15	36	58
"ENSG00000204897"	2	5	8	17	51
"ENSG00000204913"	4	5	9	18	31
"ENSG00000204952"	1	2	3	16	22
"ENSG00000205020"	2	5	6	16	32
"ENSG00000205021"	4	4	5	13	27
"ENSG00000205045"	1	2	6	10	29
"ENSG00000205212"	1	1	1	2	8
"ENSG00000205309"	1	2	3	8	11
"ENSG00000205544"	6	11	18	42	62
"ENSG00000205710"	3	8	13	26	36
"ENSG00000205821"	3	4	6	8	14
"ENSG00000205899"	2	3	4	8	21
"ENSG00000212657"	3	6	14	37	62
"ENSG00000212658"	3	7	14	38	62
"ENSG00000212659"	4	10	16	43	64
"ENSG00000212719"	1	1	1	3	7
"ENSG00000212721"	6	10	22	40	63
"ENSG00000212722"	6	10	22	40	62
"ENSG00000212724"	7	13	22	40	61
"ENSG00000212725"	8	11	20	39	61
"ENSG00000212734"	4	5	6	12	22
"ENSG00000212899"	4	9	15	38	59
"ENSG00000212900"	4	10	16	38	59
"ENSG00000212901"	6	12	18	39	60
"ENSG00000213077"	1	2	2	10	23
"ENSG00000213218"	3	8	12	18	25
"ENSG00000213246"	3	3	6	14	22
"ENSG00000213416"	5	10	21	40	65
"ENSG00000213417"	6	13	22	41	60
"ENSG00000213424"	2	3	5	15	45
"ENSG00000213494"	5	6	9	20	29
"ENSG00000213859"	4	9	19	39	58
"ENSG00000213977"	4	7	9	17	26
"ENSG00000214087"	8	9	9	27	44
"ENSG00000214140"	3	4	7	16	24
"ENSG00000214167"	3	4	4	6	8
"ENSG00000214226"	2	2	3	6	9
"ENSG00000214447"	5	5	8	17	23
"ENSG00000214518"	7	12	21	39	61
"ENSG00000214556"	3	5	9	15	23
"ENSG00000214708"	2	3	4	9	13
"ENSG00000214819"	1	1	1	2	5
"ENSG00000214844"	3	4	7	13	20
"ENSG00000214860"	2	2	5	11	22
"ENSG00000214921"	3	5	11	20	33
"ENSG00000214941"	3	4	5	7	19
"ENSG00000214946"	2	2	4	11	17
"ENSG00000214978"	3	3	5	8	10
"ENSG00000214999"	3	5	10	26	44
"ENSG00000215041"	4	8	20	35	58
"ENSG00000215067"	1	1	9	17	46
"ENSG00000215621"	5	6	14	32	45
"ENSG00000215644"	4	5	14	33	44
"ENSG00000219200"	8	9	11	23	49
"ENSG00000220205"	4	8	12	26	36
"ENSG00000221852"	6	12	20	40	61
"ENSG00000221880"	8	13	20	39	61
"ENSG00000221882"	2	2	4	14	23
"ENSG00000221926"	2	4	8	9	16
"ENSG00000221995"	2	3	4	11	27
"ENSG00000223510"	1	2	3	3	3
"ENSG00000224226"	2	3	8	18	32
"ENSG00000224383"	2	4	7	16	28
"ENSG00000224877"	4	4	6	11	24
"ENSG00000225190"	1	2	2	5	14
"ENSG00000225485"	1	1	3	8	21
"ENSG00000225663"	5	6	14	32	45
"ENSG00000226364"	1	1	1	2	2
"ENSG00000227011"	1	1	2	2	2
"ENSG00000227450"	7	7	11	15	24
"ENSG00000227782"	3	4	5	6	18
"ENSG00000228157"	1	4	7	11	20
"ENSG00000228696"	2	2	3	5	11
"ENSG00000228768"	1	2	2	3	11
"ENSG00000230055"	6	7	9	15	24
"ENSG00000230493"	2	2	5	13	20
"ENSG00000231256"	3	4	6	15	29
"ENSG00000232859"	2	2	3	5	15
"ENSG00000233670"	1	1	1	5	11
"ENSG00000234972"	2	4	5	13	27
"ENSG00000236320"	4	4	4	11	29
"ENSG00000238083"	2	2	3	6	10
"ENSG00000239672"	4	5	5	6	12
"ENSG00000239697"	6	10	17	35	58
"ENSG00000239704"	3	3	5	10	12
"ENSG00000239886"	4	10	17	43	65
"ENSG00000240505"	1	1	2	3	10
"ENSG00000240542"	4	10	19	42	64
"ENSG00000240871"	6	12	24	40	62
"ENSG00000241241"	6	11	22	40	62
"ENSG00000241322"	2	6	7	9	16
"ENSG00000241595"	6	7	16	41	65
"ENSG00000242384"	2	2	5	12	26
"ENSG00000243678"	4	5	6	6	12
"ENSG00000244045"	6	9	11	20	32
"ENSG00000244537"	5	8	20	42	63
"ENSG00000248871"	6	10	17	35	58
"ENSG00000249459"	2	3	4	8	24
"ENSG00000250506"	4	5	10	20	35
"ENSG00000251537"	3	6	7	9	16
"ENSG00000253506"	1	1	2	6	8
"ENSG00000255713"	3	5	7	14	22
"ENSG00000256515"	3	3	6	16	32
"ENSG00000256525"	4	4	5	6	14
"ENSG00000256618"	1	1	1	1	2
"ENSG00000256762"	2	3	3	5	7
"ENSG00000257008"	4	4	7	14	21
"ENSG00000257949"	4	6	11	20	36
"ENSG00000258315"	8	9	11	23	49
"ENSG00000258472"	4	7	9	28	35
"ENSG00000258890"	3	4	5	6	12
"ENSG00000259024"	3	3	6	11	14
"ENSG00000259120"	5	5	7	18	37
"ENSG00000259207"	2	2	3	5	12
"ENSG00000259224"	4	6	18	43	65
"ENSG00000259384"	5	7	13	19	27
"ENSG00000260027"	5	7	9	14	20
"ENSG00000261514"	4	5	9	18	32
"ENSG00000262003"	2	2	4	9	12
"ENSG00000262039"	2	2	4	9	18
"ENSG00000262304"	3	5	10	16	25
"ENSG00000262628"	1	3	4	8	16
"ENSG00000262660"	4	8	10	28	44
"ENSG00000262664"	5	5	5	7	22
"ENSG00000262814"	5	8	10	28	44
"ENSG00000263053"	2	2	3	13	35
"ENSG00000263563"	1	1	1	1	4
"ENSG00000263620"	4	8	12	26	37
"ENSG00000264194"	2	2	2	5	13
"ENSG00000264364"	1	1	5	13	22
"ENSG00000264424"	1	3	5	9	12
"ENSG00000265096"	3	4	7	10	11
"ENSG00000265118"	5	5	6	6	12
"ENSG00000265303"	4	4	6	8	12
"ENSG00000266086"	3	4	5	11	19
"ENSG00000266173"	3	4	6	19	25
"ENSG00000266202"	1	3	3	6	10
"ENSG00000266208"	3	4	7	12	33
"ENSG00000266714"	2	5	8	16	37
"ENSG00000266733"	1	2	3	5	13
"ENSG00000266956"	4	6	8	20	29
"ENSG00000266967"	4	7	11	21	37
"ENSG00000267060"	5	7	10	22	37
"ENSG00000267168"	6	6	7	12	20
"ENSG00000267261"	6	7	10	16	34
"ENSG00000267318"	3	3	5	9	13
"ENSG00000267496"	4	5	9	16	32
"ENSG00000267596"	5	5	9	19	29
"ENSG00000267618"	2	3	8	11	18
"ENSG00000267772"	2	3	3	6	8
"ENSG00000267893"	1	1	2	2	2
"ENSG00000268024"	3	4	6	8	10
"ENSG00000268206"	4	6	10	16	31
"ENSG00000268310"	4	6	9	14	17
"ENSG00000268413"	3	5	11	18	33
"ENSG00000268470"	2	2	4	6	21
"ENSG00000268503"	6	11	17	33	60
"ENSG00000268626"	4	5	7	13	20
"ENSG00000268852"	3	4	6	21	42
"ENSG00000268965"	3	3	5	11	19
"ENSG00000269094"	6	7	9	15	24
"ENSG00000269402"	2	3	4	8	13
"ENSG00000269657"	3	3	4	5	10
"ENSG00000269871"	8	9	11	23	49
