"gene_id"	"coding_density_50kb"	"coding_density_100kb"	"coding_density_200kb"	"coding_density_500kb"	"coding_density_1000kb"
"ENSG00000213762"	0.1058	0.08539	0.08439	0.080706	0.074675
"ENSG00000213799"	0.05826	0.04599	0.04516	0.042436	0.035877
"ENSG00000213822"	0.0652	0.06155	0.04756	0.048518	0.044826
"ENSG00000213889"	0.0934	0.06012	0.056745	0.05771	0.062558
"ENSG00000213892"	0.03044	0.03032	0.03569	0.033536	0.045174
"ENSG00000213921"	0.01014	0.02805	0.04236	0.053174	0.059925
"ENSG00000213922"	0.1131	0.12064	0.100115	0.053414	0.051191
"ENSG00000213965"	0.02304	0.0252	0.03441	0.027756	0.025359
"ENSG00000213967"	0.04786	0.02393	0.011965	0.01445	0.00929
"ENSG00000213973"	0.0712	0.0356	0.0178	0.014486	0.016512
"ENSG00000213988"	0.03612	0.01806	0.024625	0.017656	0.0226957894736842
"ENSG00000213996"	0.07024	0.08271	0.061035	0.044974	0.053301
"ENSG00000213999"	0.03806	0.04911	0.057275	0.04732	0.051631
"ENSG00000214046"	0.0195	0.01772	0.0273	0.045248	0.035823
"ENSG00000214109"	0.0731	0.06723	0.037885	0.039946	0.037485
"ENSG00000214189"	0.08188	0.07347	0.06447	0.053368	0.044369
"ENSG00000214212"	0.05152	0.03183	0.040475	0.040924	0.053745
"ENSG00000214248"	0.12296	0.13252	0.07626	0.060304	0.059218
"ENSG00000214456"	0.17766	0.11521	0.072345	0.055434	0.046329
"ENSG00000216490"	0.07992	0.0906	0.076275	0.051408	0.05212
"ENSG00000216588"	0.03096	0.02531	0.02144	0.03313	0.04613
"ENSG00000218891"	0.0818	0.10845	0.11798	0.087624	0.077769
"ENSG00000220008"	0.06688	0.07431	0.074875	0.05361	0.043986
"ENSG00000220201"	0.16668	0.12688	0.09333	0.076608	0.060296
"ENSG00000221826"	0.04122	0.0277	0.01385	0.01671	0.041111
"ENSG00000221874"	0.05438	0.02719	0.030455	0.050724	0.045021
"ENSG00000221916"	0.09902	0.10406	0.088115	0.069862	0.075071
"ENSG00000221923"	0.06606	0.05501	0.05507	0.048814	0.049506
"ENSG00000221946"	0.06966	0.04623	0.034855	0.051302	0.045488
"ENSG00000221983"	0.05592	0.05495	0.038185	0.039222	0.051119
"ENSG00000223547"	0.04832	0.06242	0.06276	0.053182	0.043881
"ENSG00000223638"	0.0451	0.07517	0.065005	0.072144	0.070479
"ENSG00000223802"	0.08278	0.08447	0.057425	0.045298	0.048897
"ENSG00000224420"	0.10614	0.10597	0.098495	0.092884	0.066001
"ENSG00000224689"	0.0273	0.02646	0.03074	0.030008	0.041614
"ENSG00000224730"	0.04614	0.05183	0.03981	0.044902	0.058971
"ENSG00000224916"	0.02314	0.05108	0.04804	0.050362	0.044741
"ENSG00000225950"	0.09498	0.08213	0.096	0.069026	0.072353
"ENSG00000226104"	0.04648	0.05249	0.06321	0.050342	0.057895
"ENSG00000226763"	0.13468	0.08009	0.05972	0.046202	0.041203
"ENSG00000227500"	0.03588	0.0288	0.05192	0.046402	0.060951
"ENSG00000228300"	0.0723	0.07182	0.054015	0.089668	0.073426
"ENSG00000228567"	0.06266	0.04784	0.039195	0.048128	0.03693
"ENSG00000229292"	0.05136	0.06989	0.06384	0.068612	0.070039
"ENSG00000229676"	0.03192	0.01596	0.00798	0.01147	0.016411
"ENSG00000229833"	0.17038	0.09812	0.081675	0.07067	0.0550410526315789
"ENSG00000230510"	0.0103	0.02821	0.031285	0.043596	0.029043
"ENSG00000230522"	0.05078	0.04047	0.0298	0.026638	0.0324189473684211
"ENSG00000231274"	0.06932	0.08803	0.10418	0.08811	0.078299
"ENSG00000231924"	0.02834	0.02768	0.01384	0.015666	0.020464
"ENSG00000233493"	0.1251	0.08391	0.07311	0.093462	0.079156
"ENSG00000233927"	0.08016	0.05047	0.03656	0.049476	0.0490221052631579
"ENSG00000234465"	0.06654	0.09795	0.06722	0.041864	0.039631
"ENSG00000234906"	0.02314	0.05108	0.0476	0.050362	0.044741
"ENSG00000235034"	0.11406	0.0785	0.05013	0.056342	0.05472
"ENSG00000237247"	0.052	0.03097	0.02863	0.026516	0.0311989473684211
"ENSG00000237440"	0.037	0.0185	0.017435	0.00947333333333333	0.0104610526315789
"ENSG00000237452"	0.09988	0.11393	0.097815	0.067346	0.053303
"ENSG00000237521"	0.0204	0.03713	0.04466	0.036828	0.071117
"ENSG00000239382"	0.08376	0.05276	0.05914	0.068904	0.066099
"ENSG00000239961"	0.05906	0.04892	0.05144	0.06811	0.05307
"ENSG00000239998"	0.05844	0.0402	0.04076	0.046466	0.058394
"ENSG00000240403"	0.02876	0.04538	0.050635	0.052686	0.057754
"ENSG00000242019"	0.04518	0.03103	0.048135	0.042022	0.057731
"ENSG00000242221"	0.02016	0.01438	0.011695	0.018944	0.020592
"ENSG00000242852"	0.03852	0.03678	0.046175	0.056896	0.065151
"ENSG00000243130"	0.02574	0.01331	0.011795	0.018084	0.018782
"ENSG00000243137"	0.05678	0.02883	0.022045	0.015016	0.027969
"ENSG00000243207"	0.12024	0.09786	0.060285	0.065222	0.057914
"ENSG00000243772"	0.04404	0.04141	0.0416	0.046682	0.056902
"ENSG00000244165"	0.13	0.09903	0.0602	0.066282	0.057079
"ENSG00000244482"	0.09458	0.09514	0.092475	0.068958	0.050307
"ENSG00000245680"	0.0469	0.06089	0.0411	0.036348	0.041297
"ENSG00000245848"	0.02154	0.01077	0.029375	0.02258	0.020738
"ENSG00000248098"	0.0833	0.06541	0.04785	0.034394	0.03213
"ENSG00000248099"	0.09802	0.07964	0.06809	0.050162	0.059045
"ENSG00000248385"	0.0461	0.04777	0.066045	0.059626	0.045989
"ENSG00000249115"	0.08638	0.05266	0.07235	0.086396	0.07599
"ENSG00000249471"	0.12968	0.09605	0.102155	NA	NA
"ENSG00000249709"	0.0363	0.03243	0.03534	0.05976	0.063625
"ENSG00000249861"	0.00858	0.00861	0.009135	0.05913	0.057689
"ENSG00000250067"	0.13236	0.08784	0.049605	0.04835	0.045041
"ENSG00000250799"	0.09834	0.11009	0.151085	0.09047	0.069973
"ENSG00000251247"	0.05258	0.03326	0.035975	0.036594	0.035277
"ENSG00000251369"	0.0774	0.08099	0.088575	0.078254	0.069975
"ENSG00000254004"	0.02772	0.03363	0.0236	0.033028	0.037858
"ENSG00000254415"	0.0531	0.02847	0.03872	0.043926	0.046723
"ENSG00000254521"	0.06868	0.06155	0.05662	0.048872	0.046628
"ENSG00000254858"	0.06748	0.07652	0.078065	0.056482	0.051908
"ENSG00000254901"	0.0392	0.06476	0.06317	0.04254	0.052617
"ENSG00000255730"	0.03868	0.06402	0.051055	0.034394	0.030201
"ENSG00000255974"	0.0297	0.04293	0.032515	0.042298	0.051329
"ENSG00000256060"	0.0756	0.07439	0.07365	0.075112	0.055887
"ENSG00000256087"	0.06042	0.065	0.07928	0.05094	0.049279
"ENSG00000256229"	0.03052	0.01526	0.016645	0.0128355627595311	0.0149505263157895
"ENSG00000256294"	0.08602	0.08313	0.06857	0.065564	0.049393
"ENSG00000256683"	0.07232	0.076	0.06945	0.051664	0.049449
"ENSG00000256771"	0.03006	0.0186	0.02738	0.037086	0.030688
"ENSG00000257103"	0.02494	0.01449	0.00972	0.016996	0.015437
"ENSG00000257446"	0.03868	0.06196	0.06441	0.05296	0.044784
"ENSG00000257591"	0.05696	0.06698	0.051555	0.054336	0.045441
"ENSG00000257704"	0.0405	0.03646	0.03662	0.045216	0.041176
"ENSG00000258405"	0.0038	0.04094	0.05794	0.043304	0.048594
"ENSG00000258674"	0.13766	0.08784	0.0478	0.048404	0.045116
"ENSG00000258873"	0.0244	0.05189	0.048185	0.037418	0.048605
"ENSG00000259009"	0.03788	0.04166	0.028195	0.029934	0.04121
"ENSG00000260001"	0.14924	0.12148	0.076585	0.060304	0.059668
"ENSG00000261221"	0.1318	0.10721	0.092155	0.082994	0.07524
"ENSG00000261857"	0.04244	0.05344	0.051745	0.051856	0.04867
"ENSG00000261949"	0.10854	0.0898	0.0823	0.073826	0.080657
"ENSG00000262484"	0.09118	0.07923	0.055725	0.0403	0.054703
"ENSG00000262874"	0.05862	0.07153	0.060635	0.04682	0.043009
"ENSG00000263002"	0.087	0.08871	0.07348	0.065828	0.049062
"ENSG00000263264"	0.02298	0.0135089060019987	0.02326	0.0417222222222222	0.0426684210526316
"ENSG00000266953"	0.04512	0.04119	0.04787	0.023618	0.016996
"ENSG00000266958"	0.03692	0.04973	0.045105	0.056126	0.05325
"ENSG00000266964"	0.07846	0.04623	0.034935	0.051302	0.044288
"ENSG00000267001"	0.035	0.02692	0.026965	0.02736	0.039973
"ENSG00000267041"	0.10058	0.05533	0.038725	0.038888	0.03393
"ENSG00000267106"	0.0613	0.03179	0.02982	0.032912	0.039224
"ENSG00000267114"	0.0288	0.04867	0.0476	0.050288	0.044741
"ENSG00000267157"	0.09616	0.0757	0.07402	0.053336	0.032254
"ENSG00000267173"	0.03394	0.04587	0.059005	0.047854	0.048783
"ENSG00000267179"	0.05078	0.05297	0.0532	0.05356	0.046935
"ENSG00000267260"	0.0237	0.05436	0.03722	0.038976	0.033936
"ENSG00000267335"	0.0881	0.08726	0.07697	0.068244	0.070789
"ENSG00000267360"	0.08894	0.0672	0.042315	0.034678	0.038727
"ENSG00000267467"	0.02314	0.05108	0.04804	0.050362	0.044741
"ENSG00000267508"	0.03622	0.04245	0.048135	0.04468	0.049023
"ENSG00000267531"	0.1062	0.10031	0.07302	0.084578	0.077554
"ENSG00000267534"	0.02494	0.03535	0.078735	0.074418	0.060347
"ENSG00000267631"	0.08736	0.0794	0.083685	0.069188	0.071226
"ENSG00000267673"	0.16762	0.12524	0.09333	0.078516	0.060308
"ENSG00000267680"	0.08282	0.07787	0.07557	0.06553	0.051845
"ENSG00000267710"	0.01304	0.02009	0.036695	0.03728	0.042807
"ENSG00000267740"	0.05144	0.05818	0.050725	0.048068	0.036092
"ENSG00000267748"	0.05148	0.04843	0.070895	0.069376	0.055925
"ENSG00000267757"	0.04284	0.05118	0.04942	0.07674	0.059106
"ENSG00000267796"	0.18548	0.18863	0.123895	0.09408	0.074482
"ENSG00000267855"	0.08016	0.04326	0.03568	0.050462	0.0490221052631579
"ENSG00000267880"	0.03624	0.03348	0.03701	0.052292	0.051931
"ENSG00000267881"	0.04414	0.03571	0.023505	0.032748	0.043159
"ENSG00000267908"	0.05964	0.04674	0.04333	0.038832	0.043937
"ENSG00000267952"	0.11166	0.11388	0.08105	0.0628866666666667	0.0526547368421053
"ENSG00000268000"	0.0793	0.07807	0.095515	0.079938	0.079794
"ENSG00000268083"	0.07082	0.06204	0.068345	0.046448	0.058145
"ENSG00000268133"	0.10468	0.07734	0.081075	0.073288	0.058608
"ENSG00000268163"	0.10038	0.10251	0.086505	0.081376	0.06479
"ENSG00000268182"	0.04006	0.03473	0.03889	0.04075	0.034566
"ENSG00000268341"	0.07606	0.06958	0.064145	0.053996	0.063174
"ENSG00000268361"	0.07752	0.092	0.06941	0.041864	0.039895
"ENSG00000268423"	0.00584	0.02205	0.03426	0.040774	0.032767
"ENSG00000268434"	0.18652	0.13658	0.09724	0.065928	0.052027
"ENSG00000268461"	0.04754	0.03654	0.027465	0.02216	0.0314680295156335
"ENSG00000268465"	0.0949	0.10784	0.06992	0.06507	0.058995
"ENSG00000268500"	0.05694	0.05758	0.043945	0.043664	0.047837
"ENSG00000268533"	0.08004	0.08694	0.08863	0.072484	0.06059
"ENSG00000268550"	0.0551	0.04945	0.039915	0.03683	0.041671
"ENSG00000268643"	0.1121	0.13899	0.100475	0.07888	0.056508
"ENSG00000268750"	0.08196	0.08405	0.076855	0.078974	0.070783
"ENSG00000268790"	0.0102	0.03299	0.038285	0.040214	0.036229
"ENSG00000268798"	0.10876	0.13724	0.09795	0.06721	0.07243
"ENSG00000268861"	0.02346	0.04396	0.0457462233785465	0.0544622222222222	0.0530021052631579
"ENSG00000268864"	0.0337	0.02397	0.01219	0.025832	0.034149
"ENSG00000268870"	0.06032	0.05858	0.046985	0.04517	0.063067
"ENSG00000268948"	0.0982	0.06515	0.073615	0.087004	0.071721
"ENSG00000268953"	0.00792	0.00396	0.00198	0.007408	0.003818
"ENSG00000268964"	0.07588	0.05672	0.06205	0.05155	0.044735
"ENSG00000269026"	0.05878	0.08097	0.072045	0.081516	0.071443
"ENSG00000269035"	0.04152	0.04367	0.046035	0.071206	0.058113
"ENSG00000269058"	0.05654	0.06083	0.05596	0.02975	0.034067
"ENSG00000269067"	0.04078	0.02039	0.010195	0.018218	0.014715
"ENSG00000269093"	0.01784	0.01977	0.02609	0.017666	0.016562
"ENSG00000269095"	0.0972	0.11745	0.109265	0.061648	0.059464
"ENSG00000269169"	0.13574	0.11757	0.11437	0.089754	0.081117
"ENSG00000269190"	0.01828	0.04003	0.04492	0.045384	0.056188
"ENSG00000269343"	0.08196	0.08405	0.076855	0.078974	0.070649
"ENSG00000269404"	0.1086	0.09288	0.08273	0.061898	0.049482
"ENSG00000269526"	0.02868	0.03042	0.049615	0.052654	0.044925
"ENSG00000269533"	0.07908	0.10016	0.08234	0.073522	0.058895
"ENSG00000269547"	0.08066	0.05603	0.054515	0.043896	0.057024
"ENSG00000269590"	0.12942	0.11246	0.08533	0.075072	0.061615
"ENSG00000269699"	0.09728	0.05971	0.029855	0.023354	0.033452
"ENSG00000269711"	0.0491	0.05357	0.074365	0.082598	0.0571926315789474
"ENSG00000269808"	0.09472	0.08313	0.08178	0.075154	0.076045
"ENSG00000269855"	0.06168	0.10002	0.082455	NA	NA
"ENSG00000269858"	0.03878	0.04612	0.05098	0.050096	0.05
"ENSG00000270011"	0.04332	0.03835	0.03683	0.03855	0.072848
"ENSG00000272333"	0.24688	0.15006	0.12104	0.094532	0.07438
"ENSG00000273439"	0.04478	0.04579	0.06076	0.066386	NA
"ENSG00000000419"	0.04542	0.02472	0.03698	0.018126	0.014197
"ENSG00000019186"	0.03136	0.01592	0.009865	0.007986	0.004914
"ENSG00000020256"	0.02236	0.03224	0.01765	0.00706	0.008453
"ENSG00000022277"	0.03914	0.04932	0.033435	0.02181	0.011511
"ENSG00000025293"	0.02436	0.01497	0.01807	0.02955	0.0322757894736842
"ENSG00000025772"	0.04334	0.04865	0.025345	0.021952	0.027504
"ENSG00000026559"	0.03192	0.01596	0.019335	0.01577	0.014651
"ENSG00000042062"	0.0069	0.02658	0.021935	0.012096	0.014503
"ENSG00000053438"	0.0102	0.0051	0.00255	0.006342	0.016453
"ENSG00000054793"	0.01714	0.016	0.01572	0.017178	0.012442
"ENSG00000054796"	0.03108	0.02667	0.019025	0.019064	0.012211
"ENSG00000054803"	0.01212	0.00606	0.00303	0.003156	0.00867
"ENSG00000060491"	0.08274	0.05853	0.066645	0.0446644444444444	0.03578
"ENSG00000061656"	0.06102	0.0585	0.052715	0.04385	0.034069
"ENSG00000062598"	0.02376	0.0342	0.0171	0.023344	0.029899
"ENSG00000064205"	0.0239	0.02621	0.018035	0.020814	0.021514
"ENSG00000064601"	0.16252	0.09854	0.093255	0.05791	0.041056
"ENSG00000064655"	0	0.00695	0.00444	0.009326	0.011631
"ENSG00000064787"	0.01988	0.01472	0.0101	0.007986	0.007355
"ENSG00000075043"	0.02586	0.03166	0.03929	0.063402	0.046877
"ENSG00000077984"	0.03134	0.01779	0.01931	0.011332	0.013273
"ENSG00000078699"	0.00122	0.00628	0.021545	0.025248	0.019206
"ENSG00000078747"	0.0267	0.02216	0.01651	0.013696	0.02075
"ENSG00000078804"	0.01786	0.06403	0.03741	0.032638	0.030622
"ENSG00000078814"	0.14484	0.08335	0.05857	0.046116	0.037133
"ENSG00000078898"	0.0641	0.04955	0.042725	0.031692	0.022022
"ENSG00000080189"	0.05256	0.0342	0.0171	0.023836	0.036966
"ENSG00000080839"	0.04538	0.03445	0.02826	0.030264	0.023958
"ENSG00000080845"	0	0.01648	0.0114301395025845	0.01998	0.02224
"ENSG00000087460"	0.04854	0.04096	0.02048	0.023666	0.019943
"ENSG00000087495"	0	0.00423	0.00605	0.017006	0.013482
"ENSG00000087510"	0.0273	0.01365	0.00816	0.016806	0.010905
"ENSG00000087586"	0.06354	0.03213	0.03043	0.0192	0.011511
"ENSG00000087589"	0.04722	0.04603	0.041505	0.02181	0.011511
"ENSG00000088298"	0.01434	0.01181	0.03817	0.038048	0.04813
"ENSG00000088305"	0.05196	0.02949	0.023025	0.020594	0.025994
"ENSG00000088320"	0.02226	0.01599	0.0155	0.012086	0.0181776470588235
"ENSG00000088325"	0.03882	0.03431	0.03471	0.027556	0.023687
"ENSG00000088356"	0.03616	0.03464	0.03221	0.034112	0.029398
"ENSG00000088367"	0.01702	0.02229	0.019755	0.0176133333333333	0.0194947368421053
"ENSG00000088766"	0.04556	0.04391	0.052235	0.02365	0.014163
"ENSG00000088782"	0.01272	0.00918	0.0111702811289863	NA	NA
"ENSG00000088812"	0.0538	0.03391	0.024765	0.043096	0.039258
"ENSG00000088826"	0.0087	0.01758	0.019095	0.010828	0.023768
"ENSG00000088827"	0.13664	0.09252	0.07398	0.048016	0.033939
"ENSG00000088832"	0.00698	0.00745	0.02749	0.024454	0.015329
"ENSG00000088833"	0.04514	0.02342	0.017205	0.023378	0.015905
"ENSG00000088836"	0.0791	0.05637	0.057295	0.036798	0.040108
"ENSG00000088854"	0.02308	0.02429	0.031235	0.033952	0.042889
"ENSG00000088876"	0.03706	0.02689	0.02576	0.02855	0.02458
"ENSG00000088881"	0.01762	0.02051	0.044605	0.035138	0.034028
"ENSG00000088882"	0.06652	0.06163	0.045895	0.036974	0.038517
"ENSG00000088888"	0.03246	0.02854	0.04371	0.041596	0.028766
"ENSG00000088899"	0.09516	0.0698	0.060765	0.036928	0.033063
"ENSG00000088930"	0.05018	0.03476	0.01959	0.00948	0.006569
"ENSG00000089006"	0.04552	0.02657	0.01582	0.012712	0.018076
"ENSG00000089012"	0.0248	0.02361	0.020505	0.01334	0.017019
"ENSG00000089048"	0.01778	0.03095	0.01867	0.013652	0.008697
"ENSG00000089050"	0.03756	0.03778	0.029285	0.01757	0.013288
"ENSG00000089057"	0.00414	0.00824	0.009765	0.012758	0.008343
"ENSG00000089063"	0.0279	0.01395	0.01338	0.011568	0.010362
"ENSG00000089091"	0.01778	0.02877	0.023245	0.018926	0.015945
"ENSG00000089101"	0.01358	0.01414	0.01316	0.02246	0.017549
"ENSG00000089123"	0.00222	0.00296	0.00294	0.005766	0.010255
"ENSG00000089177"	0.00964	0.02081	0.02097	0.009336	0.006305
"ENSG00000089195"	0.09122	0.06109	0.04391	0.024288	0.014163
"ENSG00000089199"	0.05722	0.04751	0.036125	0.024288	0.014163
"ENSG00000092758"	0.09096	0.06543	0.06993	0.0446644444444444	0.0386388888888889
"ENSG00000100979"	0.12106	0.12111	0.090525	0.057382	0.041057
"ENSG00000100982"	0.10378	0.09238	0.09321	0.059066	0.038307
"ENSG00000100983"	0.05394	0.05599	0.067295	0.047548	0.03564
"ENSG00000100985"	0.0573	0.07631	0.067735	0.0606	0.039367
"ENSG00000100987"	0.03332	0.02244	0.020385	0.022438	0.01675
"ENSG00000100991"	0.01508	0.04722	0.052995	0.043916	0.04201
"ENSG00000100994"	0.05346	0.04261	0.02936	0.026432	0.019489
"ENSG00000100997"	0.00814	0.01918	0.02411	0.02185	0.019965
"ENSG00000101000"	0.01434	0.01725	0.02415	0.03827	0.047455
"ENSG00000101003"	0.0181	0.03153	0.02617	0.027356	0.019972
"ENSG00000101004"	0.0262	0.03353	0.025945	0.023462	0.017303
"ENSG00000101017"	0.01668	0.00872	0.03877	0.053918	0.040867
"ENSG00000101019"	0.00882	0.00762	0.034455	0.039778	0.043027
"ENSG00000101040"	0.02774	0.03344	0.02262	0.01109	0.012878
"ENSG00000101049"	0.02982	0.04022	0.02737	0.018078	0.011024
"ENSG00000101052"	0.02532	0.0221	0.033355	0.018078	0.011946
"ENSG00000101057"	0.04206	0.02744	0.01932	0.018276	0.013038
"ENSG00000101074"	0.01622	0.0164	0.023035	0.02123	0.016669
"ENSG00000101076"	0.01552	0.01888	0.023975	0.022198	0.016669
"ENSG00000101079"	0.01194	0.01233	0.026925	0.027702	0.0253263157894737
"ENSG00000101082"	0.03116	0.02651	0.019795	0.027012	0.0259884210526316
"ENSG00000101084"	0.03648	0.02516	0.021845	0.024954	0.0246778947368421
"ENSG00000101096"	0.01034	0.02592	0.01446	0.011418	0.010794
"ENSG00000101098"	0.01432	0.01806	0.01359	0.018452	0.022169
"ENSG00000101104"	0.05792	0.04124	0.025345	0.021952	0.027105
"ENSG00000101109"	0.00948	0.01273	0.029755	0.023784	0.025338
"ENSG00000101115"	0.0646	0.0323	0.01902	0.012752	0.012728
"ENSG00000101126"	0.06824	0.058	0.038005	0.018132	0.013324
"ENSG00000101132"	0.0081	0.01068	0.009865	0.006706	0.004914
"ENSG00000101134"	0.00216	0.00669	0.004605	0.001842	0.002894
"ENSG00000101138"	0.04354	0.03738	0.03546	0.02181	0.011511
"ENSG00000101144"	0.009	0.01497	0.007485	0.009768	0.012211
"ENSG00000101146"	0.03552	0.03387	0.019025	0.021638	0.012211
"ENSG00000101150"	0.0423	0.02658	0.04878	0.058458	0.0544427866838813
"ENSG00000101152"	0.01914	0.05211	0.05217	0.055996	NA
"ENSG00000101158"	0.05424	0.04608	0.03002	0.025864	0.017754
"ENSG00000101160"	0.08136	0.04809	0.0287	0.025864	0.017754
"ENSG00000101161"	0.05204	0.07386	0.074425	0.044456	NA
"ENSG00000101162"	0.05168	0.04809	0.024045	0.027878	0.017623
"ENSG00000101166"	0.04194	0.04359	0.024045	0.027878	0.017623
"ENSG00000101180"	0.05174	0.0312	0.063845	0.055752	0.0373488888888889
"ENSG00000101181"	0.0489	0.03938	0.0382	0.054894	0.03562
"ENSG00000101182"	0.06682	0.03709	0.03828	0.051432	0.0338083958887438
"ENSG00000101187"	0.05208	0.0404156059295711	0.02574	0.0460375	0.0439244444444444
"ENSG00000101188"	0.01086	0.01257	0.03999	0.046587177427311	0.0442977777777778
"ENSG00000101189"	0.06576	0.05706	0.06482	0.0446644444444444	0.0350022222222222
"ENSG00000101190"	0.06072	0.11092	0.073365	0.0428165761651055	0.0383144444444444
"ENSG00000101191"	0.07436	0.09097	0.076915	0.037736	0.0373366666666667
"ENSG00000101193"	0.03906	0.0561	0.05707	0.03499	0.0374044444444444
"ENSG00000101194"	0.04234	0.03634	0.05171	0.036658	0.0379584770860006
"ENSG00000101197"	0.0389	0.0507	0.04641	0.029294	0.054102
"ENSG00000101198"	0.05168	0.04261	0.05469	0.030722	0.056221
"ENSG00000101199"	0.04632	0.07602	0.05583	0.032616	0.056165
"ENSG00000101200"	0.01746	0.03969	0.04902	0.04287	0.035635
"ENSG00000101203"	0.0798	0.07673	0.05323	0.04542	0.054369
"ENSG00000101204"	0.03768	0.05322	0.0509	0.057998	0.05149
"ENSG00000101210"	0.03376	0.0485	0.086725	0.072414	0.05089
"ENSG00000101213"	0.08406	0.13568	0.081715	0.07126	0.052504
"ENSG00000101216"	0.03186	0.10109	0.100425	0.060842	0.058359
"ENSG00000101220"	0.09272	0.06923	0.079415	0.047694	0.031011
"ENSG00000101222"	0.08858	0.07526	0.072805	0.047694	0.03075
"ENSG00000101224"	0.08524	0.06851	0.0623	0.04704	0.030156
"ENSG00000101230"	0.0101	0.01395	0.00768	0.006944	0.005578
"ENSG00000101236"	0.00498	0.00561	0.011115	0.026944	0.027738
"ENSG00000101246"	0.10366	0.09981	0.059815	0.064188	0.05737
"ENSG00000101247"	0.0339	0.03135	0.02566	0.013488	0.00744
"ENSG00000101251"	0.0087	0.01046	0.01115	0.011904	0.009223
"ENSG00000101255"	0.0299	0.0392	0.03905	0.023658	NA
"ENSG00000101265"	0.01962	0.00981	0.01713	0.009024	0.007188
"ENSG00000101266"	0.0212	0.01344	0.022875	0.02324	NA
"ENSG00000101276"	0.02922	0.01461	0.0133	0.013188	0.01972
"ENSG00000101280"	0.03024	0.024	0.01513	0.01309	0.018402
"ENSG00000101282"	0.0141	0.00705	0.00828	0.013648	0.01703
"ENSG00000101290"	0.01848	0.02192	0.01338	0.008076	0.010362
"ENSG00000101292"	0.0231	0.01155	0.005775	0.008636	0.008133
"ENSG00000101294"	0.01702	0.01285	0.016415	0.014594	0.0211258823529412
"ENSG00000101298"	0.04438	0.04195	0.026405	0.019042	0.016778
"ENSG00000101306"	0.06534	0.05678	0.03595	0.027778	0.02524
"ENSG00000101307"	0.0445	0.03671	0.02164	0.014038	0.015965
"ENSG00000101310"	0.04428	0.02865	0.025775	0.017876	0.012971
"ENSG00000101311"	0.04068	0.02894	0.02586	0.023628	0.012193
"ENSG00000101323"	0.01352	0.01113	0.009935	0.00468	0.002409
"ENSG00000101327"	0.0153	0.01014	0.01146	0.00802	0.014876
"ENSG00000101331"	0.05338	0.02936	0.031845	0.034852	0.029671
"ENSG00000101333"	0	0.00084	0.00372	0.00857	0.007272
"ENSG00000101335"	0.01972	0.02761	0.022045	0.020298885469168	0.0226094736842105
"ENSG00000101336"	0.03166	0.02181	0.03192	0.032394	0.028725
"ENSG00000101337"	0.03528	0.02495	0.031065	0.027994	0.028695
"ENSG00000101342"	0.03912	0.03095	0.037645	0.02984	0.025343
"ENSG00000101343"	0.06348	0.04289	0.032915	0.018444	0.015741
"ENSG00000101346"	0.0294	0.02701	0.031815	0.034864	0.027788
"ENSG00000101347"	0.0295	0.02543	0.021355	0.030748	0.026722
"ENSG00000101349"	0	0.00204	0.00102	0.00772	0.008955
"ENSG00000101350"	0.04488	0.02244	0.018815	0.030404	0.028163
"ENSG00000101353"	0.03468	0.03832	0.03609	0.023298	0.021507
"ENSG00000101361"	0.07088	0.04649	0.036915	0.037266	0.030308
"ENSG00000101363"	0.00558	0.00587	0.019015	0.019552	0.018371
"ENSG00000101365"	0.0693	0.04889	0.0375	0.037266	0.030308
"ENSG00000101367"	0.01614	0.03494	0.02869	0.026512	0.025205
"ENSG00000101384"	0.07314	0.04479	0.024285	0.012696	0.007685
"ENSG00000101391"	0.03612	0.02828	0.023895	0.017804	0.026574
"ENSG00000101400"	0.03036	0.02667	0.01679	0.022742	0.025136
"ENSG00000101405"	0.02016	0.04143	0.049155	0.04212	0.035022
"ENSG00000101407"	0.0654	0.03859	0.024055	0.023448	0.016878
"ENSG00000101412"	0.07572	0.05005	0.04036	0.020562	0.01832
"ENSG00000101413"	0.01482	0.01903	0.03183	0.02405	0.019325
"ENSG00000101417"	0.0138	0.04737	0.04364	0.01957	0.01832
"ENSG00000101421"	0.0135	0.01521	0.016045	0.021222	0.01673
"ENSG00000101425"	0.02242	0.02015	0.034685	0.02506	0.02516
"ENSG00000101435"	0.00888	0.00924	0.00897	0.014028	0.010506
"ENSG00000101438"	0.04366	0.03402	0.02625	0.02877	0.021612
"ENSG00000101439"	0.00882	0.00921	0.008955	0.009834	0.008547
"ENSG00000101440"	0	0.00531	0.00849	0.011674	0.012867
"ENSG00000101441"	0.00852	0.00669	0.008865	0.008712	0.008547
"ENSG00000101442"	0.03648	0.03402	0.01826	0.02901	0.019493
"ENSG00000101443"	0.01182	0.01468	0.029565	0.02621	0.040259
"ENSG00000101444"	0.02598	0.01698	0.00884	0.013934	0.016301
"ENSG00000101445"	0	0.01194	0.0212	0.022184	0.016932
"ENSG00000101446"	0.01366	0.0251	0.02471	0.025426	0.040978
"ENSG00000101447"	0.04796	0.03681	0.02707	0.018132	0.01623
"ENSG00000101448"	0.03298	0.01945	0.017225	0.02705	0.042393
"ENSG00000101452"	0.03068	0.03094	0.025465	0.013766	0.01549
"ENSG00000101457"	0.05522	0.04809	0.064265	0.052908	0.041909
"ENSG00000101460"	0.02298	0.01984	0.01811	0.02401	0.029422
"ENSG00000101463"	0.01236	0.00618	0.003885	0.001554	0.004973
